id,remarks
21704,CHEQ NO 209828 (115000)
21674,NEFT BY KAMLA DEVI (85000) 20000 ACC HDFC 1045 12/07/2024
21667,PH PAY QR CODE (10000) 08/07/2024
21709,id 2040 (57500)
21677,PH PAY QR CODE 14/07/2024
21678,PH PAY QR CODE (30000) 15000 14/07/2024
21669,PH PAY QR CODE (10000) 08/07/2024
23953,ID 0538
21681,PH PAY QR CODE (40000) 20000 14/07/2024
21682,PH PAY QR CODE 14/07/2024 (40000) 20000
21676,PH PAY QR CODE 14/07/2024
21707,ac 0822 hdfc 16/7/24 by cash
23584,ID 8910
22656,ID 2878
22485,HDFC NIAE QR 0140
21720,ID 6346
21711,PH PAY QR CODE 16/07/2024 (9726)
21750,PH PAY QR CODE 22/07/2024 AND 2000 CASH
25648,AIMT QR
21740,ID 7891 PROVISIONAL ADMISSION
21715,ph pay id 5281
21743,ID 3276 PROVISIONAL ADMISSION
22811,AIMT QR PROVISIONAL ADMISSION
21719,ID 9364
21737,ID 5617 PROVISIONAL ADMISSION
21729,ID 0842 PROVISIONAL ADMISSION
21723,ID 6216
21749,ID 2770 PROVISIONAL ADMISSION
21747,PROVISIONAL ADMISSION
21734,ID 4027 PROVISIONAL ADMISSION
21733,PROVISIONAL ADMISSION
21724,PH PAY QR CODE 19/07/2024
22267,ID 5800
21712,id 6144
21718,ID 7454 (95000)
21732,id 0103
23958,ID 1715
21717,id 9511
21730,ID 1041
21753,PH PAY 5K+2K+2K+1K PROVISIONAL ADMISSION
21751,HDFC QR CODE (50000) 20000 22/07/2024
20174,"8580, 9043"
21746,ID 0015 (10K) + 5K(50K) +5K (100K)
21714,id 3670 (40)
21736,ID 7374
20847,PROVISIONAL ADMISSION ID -50068
22484,ID 0502
21019,OLD R# 1965
21721,PH PAY QR CODE 18/07/2024
21756,PH PAY QR CODE 22/07/2024 (8414)
23225,PH PAY QR CODE (5101) 13/12/2024
24730,ID 9851
21763,ID 7642
21764,PROVISIONAL ADMISSION
21799,**
21760,ID 3429 PROVISIONAL ADMISSION
21778,PH PAY QR CODE 24/07/2024
21779,PH PAY QR CODE 24/07/2024
21797,PH PAY QR CODE (2144) 25/07/2024
21800,HDFC QR CODE (50000) (50000) 35000 25/07/2024
21767,15000 PH PAY QR CODE 24/07/2024 AND HDFC ACC 1045 (5000+5000) 10/06/2024
21759,HDFC QR CODE (95000) 30000 23/07/2024
21793,8684
21795,ID 7447
21770,PNB 9374 ACC (170000) 85000 NEFT BY 19/07/2024
21789,HDFC QR CODE 24/07/2024
21798,PH PAY QR CODE (0715) 25/07/2024
21796,HDFC
21787,HDFC QR CODE (45000) +(40000) 20000 24/07/2024
21776,HDFC ACC 1045 (110000) 24/07/2024 (45000)
21790,HDFC QR CODE 24/07/2024
21791,HDFC QR CODE (45000) 10000 24/07/2024
21771,HDFC 24/07/24
21785,PH PAY QR CODE 24/07/2024
21663,ID 1291
24715,AC 10569 14/5/25 30K
21801,HDFC QR CODE (50000) 15000 AND (50000) 5000 25/07/2024
21777,HDFC ACC (1045) (110000) 20000 24/07/2024
21802,ID 8695 15K + CASH 5K
21769,PNB 9374 ACC (170000) 40000 NEFT BY 19/07/2024
21490,ID 5627 PROVISIONAL ADMISSION
21758,HDFC QR CODE (95000) 20000 23/07/2024
21788,HDFC QR CODE (40000) 20000 24/07/2024
21210,HDFC
21819,PH PAY 25/7/24
21849,ph pay 3/7/24
21815,HDFC
21025,OLD R# 939
22328,OLD R# 3032
21823,PH PAY QR CODE 26/07/2024
21826,PH PAY QR CODE 26/07/2024
21843,OLD R# 8975 DT-05/08/2023 TRF FROM BCA
21830,PNB 9374 NEFT BY 26/07/2024
21846,PH PAY QR CODE 27/07/2024
21809,HDFC
21847,PH PAY QR CODE 29/07/2024
21844,HDFC ACC 1045 (50000) ON 28/07/2024
25750,RTGS 9374(225k) ON 31/7/25
21838,AC 1045 27/7/24 PROVISIONAL ADMISSION
21812,HDFC 50K+25K 25/7/24
21813,CHQ 061925 UBI
21827,PH PAY QR CODE 26/07/2024
21820,hdfc 25/7/24
21851,id 2841
21825,HDFC QR CODE 26/07/2024 (2071)
21853,008474 AXIS BANK 29/07/2024
21822,ALPINE HOSTEL R#38 20/06/2024 (10000 )
21854,ID 4728
21835,PH PAY QR CODE (10000) AND 10000 CASH 27/07/2024
21824,PH PAY QR CODE 26/07/2024
21842,OLD R # 1610 14/010/2023
22739,ID 1880
21814,PH PAY 25/7/24
21833,PH PAY QR CODE 27/07/2024
21818,ID 9721
21831,ph pay 26/7/24
22610,ID 4173 PROVISIONAL ADMISSION
25225,ID 5812
21407,PROVISIONAL ADMISSION
21594,ID 5271 PROVISIONAL ADMISSION
21901,PH PAY QR CODE 15000 01/08/2024 AND 5000 CASH
21868,ID 9260
21857,PROVISIONAL ADMISSION
21897,PH PAY QR CODE 01/08/2024
21876,NEFT BY JAYANTA DAS 31/07/2024 (170000) 10569 PNB AIMT
21856,ID 9024
21607,ID 0271 PROVISSIONAL ADMISSION
21871,PROVISIONAL ADMISSION
21882,TRF FROM B 1.3 TO B1.1 OLD R# 1152 7/06/2024
21886,PH PAY QR CODE 31/07/2024 (5975)
21859,30000 PH PAY QR CODE 29/07/2024 AND 20000 CASH
21863,DD OF RS 50000+40000 30/07/2024
21903,ID 8740 PROVISIONAL ADMISSION
21881,ID 7664 PROVISIONAL ADMISSION
21895,PH PAY QR CODE 01/08/2024
21896,PH PAY QR CODE (20000+10000+5000) 01/08/2024
21878,HDFC QR CODE (100000) 95000 31/07/2024
20941,PH PAY QR CODE (20000+5000) 16/05/2024
21899,PH PAY QR CODE 01/08/2024
21864,ID 9828
21874,IMPS ON HDFC ACC 1045 (2000+2000+1000+5000+15000+25000) 30/07/2024
21893,PH PAY QR CODE 31/07/2024
21865,ID 3068 PROVISIONAL ADMISSION
21875,PH PAY QR CODE 30/07/2024
21861,HDFC QR CODE 29/07/2024
21870,id 9926
21413,R# 1146 TRF AME B2 TO BBA AVIATION
21898,PH PAY QR CODE 01/08/2024
21894,CHQ 693196 SBI 31/07/2024
21877,IMPS ON (31/07/2024) 31/07/2024
21891,CHQ OF RS (105000) 20000 31/07/2024
23470,HDFC AIMT (4709) 26/12/2024
23528,PH PAY 31/12/24
24720,PH PAY QR CODE (20000) 15000 24/05/2025
21924,ID 6159
21862,ID 3604
25751,RTGS on 31/7/25/ 9374 (225k)
21917,CHQ 594547 PNB 10569 ACC 02/08/2024
21916,AC 10578 3/8/24
21948,ID 1077
21921,CASH 6500 + PH PAY 1K
21936,PH PAY QR CODE 05/08/2024
21909,PH PAY QR CODE 02/08/2024
21950,ID 6828
21951,PH PAY QR CODE 06/08/2024 (2115)
21929,ID 2420
21914,BY CHQ TRF PNB 9374 ACC 03/08/2024
21941,ID 3342
21943,chq 457448/30/7
21938,registration charges for 2024-2025 ame
21927,ID 8517
21935,ID 7661
21766,QR 23/7/24 PROVISIONAL ADMISSION
21928,PROVISIONAL ADMISSION
21919,PH PAY QR CODE 03/08/2024
21918,PH PAY QR CODE 03/08/2024 (0207)
21915,ID 8081 PROVISIONAL ADMISSION
21908,PH PAY QR CODE (5513) 02/08/2024
21906,PH PAY QR CODE (8715) 02/08/2024
21949,PH PAY QR CODE 06/08/2024 (2555)
21904,PROVISIONAL ADMISSION
22740,ID 2986
21931,PROVISIONAL ADMISSION
21926,ID 2261
21930,SWIPE 35K + C 2K
21585,PROVISIONAL ADMISSION
23305,PH PAY 5500+2000
24753,id 9934
24789,id 2661
21963,PH PAY QR CODE 06/08/2024 (2678)
21972,PH PAY 10K(40K) PROVISIONAL ADMISSION
21999,ID 1661
21962,PH PAY QR CODE 06/08/2024
21957,PH PAY QR CODE 06/08/2024
21967,PH PAY QR CODE (40000) 10000 06/08/2024
21974,PROVISIONAL ADMISSION
21976,AC 9374 15/7/24 PARTH PANKAJ
21953,HDFC QR 5/8/24 25K +25K
21961,PH PAY QR CODE 06/08/2024 (5027)
21987,HDFC QR 7/8/24
21977,NEFT BY 06/09/2024 LOAN (320000) PNB 9374 ACC
23924,PROVISIONAL ADMISSION
21966,PH PAY QR CODE (1273) 06/08/2024
22000,ACMT HDFC 8/8/24
21988,PH PAY QR CODE 07/0/2024 (4883)
21985,SWIPE 10K + CASH 15K
21971,PH PAY 4/8/24
21995,NIAE QR
25752,RTGS 9374 on 31/7/25 (225k)
21993,HDFC QR CODE 08/08/2024 (4184)
21984,PH PAY QR CODE 07/08/2024
21978,NEFT BY 06/08/2024 (320000) PNB ACC 9374
21973,ID 8985 (50K)
21960,PH PAY QR CODE 06/08/2024 (1710)
21964,PH PAY QR CODE (04/08/2024) 1419
21970,PH PAY 4/8/24
21975,ID 5896
21989,PH PAY QR CODE 07/08/2024
21997,ID 1814
25765,NIAE QR 13/8/25
21990,id 9457
22829,ID 5194
20179,"8436, 9005, 9490"
22018,PH PAY ID 7237 9/8/24 PROVISIONAL ADMISSION
22019,PH PAY QR CODE 10/08/2024 AND BK *
22044,ID 5518 PROVISIONAL ADMISSION
22012,PH PAY 15/JUN/24
22040,PROVISIONAL ADMISSION
22014,HDFC QR 9/8/24 ACMT PROVISIONAL ADMISSION
22003,ID 4590
22032,HDFC QR CODE ACMT 10/08/2024
22026,HDFC ACC (6831) (760000) 26/07/2024 (190000)
22029,PROVISIONAL ADMISSION
22017,ID 9699
22033,HDFC QR CODE (9000+1000) AIMT 10/08/2024
22025,ID 6071
22022,HDFC ACC (6831) (760000) 26/07/2024 (95000)
22023,HDFC ACC (6831) (760000) 26/07/2024 (95000)
22021,HDFC ACC (6831) (760000) 26/07/2024 (95000)
22027,HDFC ACC (6831) (760000) 26/07/2024 (95000)
22038,PH PAY QR CODE (3790) 10/08/2024
22020,HDFC ACC (6831) (760000) 26/07/2024 (95000)
22028,HDFC ACC (6831) (275000) (70000) 7/08/2024
22039,ID 7415 PROVISIONAL ADMISSION
22035,REGISTRATION FEE
22010,HDFC ACC 6831 (275000) 20000 07/08/2024
22006,HDFC ACC (6831) 275000 (20000) 07/08/2024
23267,ID 1874
22008,HDFC ACC (6831) (275000) 20000 07/08/2024
22005,HDFC AC 6831 (275000) 40000 7/08/2024
22011,HDFC ACC 6831 (275000) 20000 07/08/2024
22009,HDFC ACC 6831(275000) 20000 07/08/2024
22007,HDFC ACC (6831) (275000) 20000 07/08/2024
23925,ID 1663
22031,HDFC QR AIMT
20727,1595 1741
22778,20000 SWIPE HDFC AND 25000 PH PAY QR CODE (5055) 20/11/2024
24776,PH PAY QR CODE 27/05/2025 (20000) AND (5000) IMPS ON 30/04/2025
23902,PH PAY QR CODE 26/03/2025
23971,PH PAY QR CODE 02/04/2025
23585,HDFC 6831 19/01/2025
21731,ID 6234 (7K) + CASH 5500
23539,PH PAY QR CODE (20000) 10000 08/01/2025
22745,ph pay 17/11/24
21508,ID 9161 PROVISIONAL ADMISSION
24727,ID 4649
21398,ID 7607 PROVISIONAL ADMISSION
24754,id 0625
23999,PH PAY QR CODE (2000*3) 03/04/2025
24001,ID 4003
23210,ID 5142
23926,*
23997,PH PAY QR CODE 02/04/2025
23991,ID 1824
23655,ID 8919
21070,HDFC 3K + 7K CASH PROVISIONAL ADMISSION
21689,PROVISIONAL ADMISSION
23996,**
22474,"TRF 2023 TO 2024 R# 547,663,726"
23806,PH PAY QR CODE 04/03/2025
23859,PH PAY QR CODE 21/03/2025
21606,PH PAY QR CODE 08/07/2024
23311,PH PAY QR CODE (2516) 16/12/2024
21204,ID 1153 PROVISIONAL ADMISSION
23984,PH PAY ID 2903 (3500)
23964,ID 2415
23968,PH PAY QR CODE 02/04/2025
23977,ID 9837
23954,PH PAY ID 4775(4K +1K CASH)
23987,**
23961,PH PAY QR CODE 02/04/2025
23927,PH PAY QR CODE 28/03/2025
23676,OLD SOFT R#3064 DATE 31/11/2024
23982,PH PAY QR CODE 02/04/2025
23980,PH PAY QR CODE 02/04/2025
23358,ID 0632
23761,phone pay ref- 6115 & 1449 Rs. 25 & 24975
22229,ID 1879
22717,HDFC SWIPE
21958,ID 1121 PROVISIONAL ADMISSION
23955,ID 5514
23985,ID 0274(2500 +1000 CASH)
23674,PH PAY QR CODE (30000) 50000 05/02/2025
24003,**
23670,ID 0935
22055,PROVISIONAL ADMISSION
22393,AIMT HDFC QR ID 2010 (10K)
21473,ID 6175 PROVISIONAL ADMISSION
21672,ID 6731 PROVISIONAL ADMISSION
24002,ID 3766
24000,id 3947
21540,ID 6768 PROVISIONAL ADMISSION
20744,PH PAY (5K+5K) 15/3/24
20226,"8821, 9619"
22024,HDFC ACC (6831) (760000) 26/07/2024 (95000)
24755,PH PAY QR CODE 26/05/2025
20870,15k cash + bank 5k *
23972,PH PAY QR CODE 02/04/2025
23981,ID 2654
23962,ID 6252
23998,PH PAY QR CODE 03/04/2025
23675,PH PAY QR CODE (50000) 20000 05/02/2025
23959,PH PAY CODE (5023) 02/04/2025
23753,PH PAY QR CODE 12/02/2025 (8130)
23975,IMPS ON 02/04/2025 (10569) ACC PNB
23740,PH PAY QR CODE 12/02/2025 (4050)
23678,9654
23687,PH PAY QR CODE 06/02/2025
23689,PH PAY QR CODE 06/02/2025
23680,PH PAY QR CODE (7249) 05/02/2025
23690,PH PAY QR CODE 06/02/2025
23697,ID 4083
23679,PH PAY QR CODE 05/02/2025 (2392)
21500,PH PAY QR CODE (61000) 43000 20/06/2024
23695,Cash Rs. 2000 & phone pay Rs. 10000 ref- 39334
23712,ID 5819
23704,PH PAY QR CODE (49000) 18000 08/02/2025
23707,PH PAY QR CODE 10/02/2025
23691,ID 9063
23688,PH PAY QR CODE (1549) 06/02/2025
23717,PH PAY QR CODE (1038) 10/02/2025
23694,phone pay ref no- 31518
23714,PH PAY QR CODE 10/02/2025 (3521)
23713,PH PAY QR CODE 10/02/2025
23698,ID 6875
23711,PH PAY QR CODE 10/02/2025 (6994)
23699,CH NO- 000184 bob DT 10.02.2025
23681,PH PAY QR CODE (3919) 05/02/2025
23701,Phone pay qr ref- upi no- 54444
25711,TRF FROM B2 06/08/2025 OLD R# 1677
23703,PH PAY QR CODE 08/02/2024 (49000) 31000
23709,PH PAY QR CODE 10/02/2025
23705,PH PAY QR CODE 10/02/2025 (3853)
23693,phone pay ref no- 9529
23706,PH PAY QR CODE 10/02/2025
23702,ID 6547
23683,NEFT ON 04/02/2025 HDFC 1045
23684,HDFC ACC 1045 NEFT ON 05/02/2025 (50000) 30000
23692,QR/transaction id- 34300
23682,ID 9012
23724,PH PAY QR CODE 11/02/2025 (0797)
23744,10569 (AIMT) (80000) 21/9/25 (5000)
24756,IMPS ON 26/05/2025 (9374 ACC)
23722,PH PAY QR CODE 10/02/2025
23887,PH PAY QR CODE 10/02/2025
23936,PH PAY QR CODE 01/04/2025
23750,PH PAY QR CODE (2000+2000+1000) 12/02/2025
23727,ID (2654 +0386) (20K+20K)
23756,PH PAY QR CODE 13/02/2025
23728,PH PAY 8/2/25
23735,ID 7094
23730,ID 7390
23758,PH PAY QR CODE (40000) 20000 30/12/2024
23731,ID 5589
23752,10569 AIMT (80000) 25000 21/9/2024
23726,PH PAY ID1920 (13K+ 7K)CASH
23736,PH PAY QR CODE 12/02/2025 (9769)
23754,PH PAY QR CODE (10/02/2025) 5481
23729,PH PAY 8/2/25
23720,PH PAY QR CODE (3297) 10/02/2025
23721,PH PAY QR CODE 10/02/2025 (6688)
23734,ID 1858 (8K +4K) CASH
23743,PH PAY QR CODE 12/02/2025
23749,10569 AIMT (80000) 5000 21/9/2024
23745,10569 AIMT (20000) 26/09/2024
23751,10569 AIMT (80000) 5000 21/9/2024
23759,PH PAY 6/2/25
23741,PH PAY QR CODE 12/02/2025
23719,PH PAY QR CODE 1000 10/02/2025 AND 6000 CASH
23737,PH PAY QR CODE 12/02/2025 (1512)
23755,**
23757,ID 3559
23739,**
23772,PH PAY QR CODE 17/02/2025
25739,PH PAY ID 4673 (29K)
23771,PH PAY QR CODE 17/02/2025 (6975)
23763,16358
23762,qr on 30/12/24 (40000)
23790,ph pay id 5597 25/2/25
23786,ID 9045
23942,PH PAY QR CODE 01/04/2025
23788,ID 3355
23770,IMPS ON GAUMTAM AGENCIES 13/02/2025
23775,PH PAY QR CODE 18/02/2025
23776,PH PAY QR CODE 18/02/2025
23778,PH PAY 29/11/24
23792,ID 3146
23784,phone pay qr dated 21.02.2025 Rs. 22000 + 500
23767,ID 1708
23783,phone pay qr ref - 41435
23766,**
23789,ph pay 20/2/25
23768,PH PAY QR CODE (21000) 9959 17/02/2025 AND SWIPE 10000
23795,ID 2215
23791,id 7036
23777,PH PAY QR CODE 19/02/2025
23793,ID 7062
23794,ID 1587 (19500 +500) CASH
23796,PH PAY QR CODE 03/03/2025
23797,PH PAY QR CODE 03/03/2025
23799,PH PAY QR CODE 03/03/2025
23800,PH PAY ID (1289 +3567((50K+45K)
23801,ID 7216
23765,phone pay Rs. 3500 & cash 10000
23787,ID 0270
23804,ID 0888
20899,ID 3248
23808,PH PAY ID 1656(13000 + 2000) CASH
23817,ph pay 5/3/25
23810,ID 2064
23815,PH PAY QR CODE 05/03/2025 (PROVISONAL ADMISSION )
23811,ID 1673
23830,PH PAY 7/3/25
23812,ID 2147
23831,PH PAY 7/3/25
23809,*
23840,ph pay 3/2/24
23841,ID 9621
23819,ID 2257
23838,ph pay id 7414 16/3/25
23821,ID 6333
23828,ID 2812
23822,PH PAY 5/3/25
23825,ID 8962
23837,ID 6953
23827,ID 5164
24981,ID 1913
23829,PH PAY 6/3/25
23803,PH PAY 5000 03/3/2025 AND 20000 CASH
23832,ID 6581
23836,ID 2363
20826,DD OF RS 115000 BOB 30/03/2024
23845,PH PAY QR CODE (8041) 18/03/2025
23839,PH PAY QR CODE 17/03/2025
23823,id 2080
23930,PH PAY QR CODE 29/03/2025
23847,id 9229
23846,10000 CASH AND PH PAY QR CODE 30000 18/03/2025 AND 10000 SWIPE
23043,PH PAY QR CODE (20000) 10000 30/11/2024
25713,HDFC QR CODE (60000) 20000 NIAE 6831 06/08/2025
20801,PH PAY QR CODE (10000+10000) 27/03/2024
23852,ID 7835
23567,PH PAY QR CODE 15/01/2025 (7663)
23853,ID 8047
24746,7282
23045,ID 2807
23866,PH PAY QR CODE 24/03/2025
23858,PH PAY QR CODE 21/03/2025
22471,ID 3328 NIAE
23419,PH PAY QR CODE 20/12/2024 (0401)
21679,PH PA YQR CODE (14/07/2024 (30000) 15000
22284,PH PAY QR CODE 30/08/2024 (10000)
22687,ph pay 4k + cash 11k
23865,ID 3551
23871,PH PAY QR CODE 24/03/2025
23857,ID 7577
23863,PH PAY 18/3/25
23867,PH PAY QR CODE 24/03/2025
23869,PH PAY QR CODE 10/02/2025 (5083)
21120,ID 9263 PROVISIONAL ADMISSION
24777,ID 5194
23855,PH PAY QR CODE 20/03/2025
23965,ID 2261
23967,PH PAY QR CODE 02/04/2025
23851,id 9934
20869,2/5/2024 95k
23774,PH PAY QR CODE (90000+5000) 18/02/2025
20495,"R# 2180, 2324, 2394, 2522, 2596, 2617"
23875,PH PAY QR CODE 23/03/2025
23874,PH PA YQR CODE 24/03/2025
23879,ID 1894
22562,PH PAY QR CODE 03/10/2024
23885,**
23995,PH PAY QR CODE 02/04/2025
23307,PH PAY 16000 + BANK 5000*
20049,"9355, 9356"
23873,PH PAY QR CODE 24/03/2025
21244,24000 PH PAY QR CODE 31/05/2024 AND 1000 CASH
23931,PH PAY QR CODE 29/03/2025
23960,HDFC AIMT 02/04/2025
23956,ID 8594
23872,PH PAY QR CODE 24/03/2025
23989,ID 3959 5K + 5K*
25714,ph pay 50k(90k) 19/7/25
23990,PH PAY 12/2/25 R#2013
23883,PH PAY QR CODE 25/03/2025
23979,PH PAY QR CODE (32000) 27000 02/04/2025
23945,PH PAY QR CODE 02/04/2025
23876,PH PAY (5K+5K+2K+2K+1K) 8/2/25
23882,ID 3881
23881,PH PAY QR CODE 25/03/2025
23986,**
23976,ID 0505
23880,PH PAY QR CODE 25/03/2025
23884,*
23970,PH PAY QR CODE 02/04/2025
23993,PH PAY QR CODE 02/04/2025
23963,IMPS ON 26/03/2025 (10569) ACC PNB
23878,id 7421
23948,PH PAY QR CODE 07/03/2025
24041,ID 2906
22482,PH PAY 25K 4/8/24 + 10K 19/9/24
24009,ID 0098
24735,PH PAY 15/5/25
24778,ID 8186
24029,ID 7811
24012,PH PAY QR CODE 07/04/2025
24013,ph pay 5/3/25
24014,PH PAY QR CODE 07/04/2025
24039,ph pay 95000+80000+8000+3000+2000+2000
24015,PH PAY QR CODE 07/04/2025 (0356)
24032,id 8505
24034,ID 9055 PROVISIONAL ADMISSION
24017,PH PAY QR CODE 07/04/2025
24021,PH PA YQR CODE 07/04/2025
24016,HDFC
24019,ID 3900
24038,PH PAY QR CODE 09/04/2025
24020,PH PAY ID 1388
24031,PH PAY QR CODE 08/04/2025
24011,ID 1250
24022,PH PAY QR CODE 07/04/2025
24023,ID 3468
24018,PH PAY QR CODE 07/04/2025
24024,PH PA YQR CODE 07/04/2025
24025,PH PAY QR CODE 07/04/2025
24005,PH PAY QR CODE 05/04/2025
24027,ID 8080
24028,ID 8280
21504,ID 0173 PROVISIONAL ADMISSION
24033,ac 9374 7/4/25
24036,PH PAY QR CODE 09/04/2025
24037,PH PAY QR CODE 09/04/2025
20484,"646, 696"
20926,1354
24026,**
20692,9944
20978,OLD R# 10297
24064,PH PAY QR CODE 10/04/2025 (30000) 20000
24044,PH PAY 20/3/25
24047,ID 8213
24042,ID 6113
24048,ID 2592
24075,AC 10569 IMPS ON 12/4/25 PROVISIONAL ADMISSION
24049,ID 9503
24060,ID 4636
25715,NIAE QR ID 0186
24051,PH PAY QR CODE 10/04/2025
24076,PH PAY 20K14/4/25 + 5K 7/4/25 PROVISIONAL ADMISSION
24054,ID 3389
24074,PH PAY QR CODE 12/04/2025
25782,NIAE QR ID 9486
24058,ID (2195+8575) (25K+7K)
24059,PH PAY QR CODE (25000+5000) 07/04/2025
24043,ID 3994
24052,**
20284,"2555, 2625, 2712"
24053,PH PAY QR CODE 10/04/2025
20460,"519, 610"
24070,PH PAY QR CODE 11/04/2025
24073,cash 23k + ph pay 1500
24066,ID 4695
24078,ID 6050
24057,ID 5804
24045,PH PAY 21/3/25
24069,id 7617
24067,ph pay 18k +2k 10/2/25
24061,ID (0720+0237)(20K+2K)
24065,ID (0595+2992+1364)(20K+10K+5K)
24046,AC 10569 10/2/25
24079,ID 3620 PROVISIONAL ADMISSION
23254,PH PAY QR CODE (5000) 19/09/2024
24100,ID 9925
24081,ID 4800
24082,ID 4655
24106,PH PAY QR CODE 18/04/2025
21138,HDFC 10K + CASH 10K PROVISIONAL ADMISSION
24114,PH PAY QR CODE 21/04/2025
24084,id 2184
24110,PROVISIONAL ADMISSION
24085,id 2734
24111,ID 1376
24086,ID3410
24088,ID 1573
24087,ID 7173
24080,AC 9374 15/4/25 PROVISIONAL ADMISSION
24090,PH PAY QR CODE 16/04/2025
24102,swipe 57k + cash 10k
25716,PH PAY (2K+2K+1K)
24093,ID 9660
24094,ID 2149
24109,PH PAY QR CODE 19/04/2025
24112,**
24105,PH PAY QR CODE 19/04/2025
24099,id 2568 (22500 + 5000) cash
24113,PH PAY QR CODE 19/04/2025
24116,ID 1026
24120,PH PAY QR CODE 21/04/2025
24115,PH PAY QR CODE 13/04/2024
24089,ID 6519
24118,PH PAY QR CODE 21/04/2025 (2819)
20800,HDFC QR CODE 26/03/2024
24124,PH PAY QR CODE 22/04/2025
24126,NEFT ON (80000) (50000) 9374 PNB 07/03/2025
24132,NEFT ON 21/04/2025 9374 ACC PNB (190000)
24146,PH PAY QR CODE 25/04/2025
24141,PH PAY QR CODE 25/04/2025
24155,PH PAY QR CODE 28/04/2025
24139,PH PAY QR CODE 24/04/2025
24134,PH PAY QR CODE 23/04/2025
24153,PH PAY QR CODE 28/04/2025
24147,PH PAY QR CODE 25/04/2025
24125,HDFC Q FIX (110000) NIAE 6831 ACC 23/04/2025
24130,PH PAY QR CODE (45000) 25000 23/04/2025
24154,PH PAY QR CODE 28/04/2025
25754,RTGS ON 31/7/256/9374 (225K)
24150,PH PAY QR CODE 26/04/2025
24143,PH PA YQR CODE 25/04/2025
24135,PH PAY QR CODE 24/04/2025
24137,PH PAY QR CODE 24/04/2025
24136,PH PAY QR CODE 24/04/2025
24142,PH PAY QR CODE 25/04/2025
24148,phone pay Qr - 51167511-9626
24151,PH PAY QR CODE 26/04/2025
24157,phone pay qr ref- 99092
24149,PH PAY QR CODE 8500 26/04/2025 AND 11500 CASH
24152,PH PA YQ RCODE 26/04/2025
24145,PH PAY QR CODE (25000) 20000 23/04/2025
24144,PH PAY QR CODE 17/03/2025
24162,PH PAY QR CODE (20000+20000) 28/04/2025
20086,"8990, 9104, 9529"
21923,ph poay id 5836
24188,PH PAY QR CODE (190000 01/05/2025 AND 6000 BK **
24186,2000*5 (10000) PH PAY QR CODE 01/05/2025
24200,PH PAY QR CODE 02/05/2025
24191,**
24178,PH PAY QR CODE 30/04/2025
24190,**
24173,PH PAY QR CODE 30/04/2025
24202,PH PAY QR CODE 07/04/2025
24179,NEFT BY GCS SOLAR 28/04/2025 NIAE
24201,SWIPE 04/04/2025
24168,PH PAY QR CODE (5000) 29/04/2025 AND 5000 CASH
25718,NIAE QR ID 2082
20393,"2093, 2397"
25756,RTGS ON 31/7/25 9374 (225k)
24193,PH PAY QR CODE 02/05/2025
24171,PH PAY QR CODE (8000) 29/04/2025 AND 2000 BK
24189,PH PAY QR CODE 01/05/2025 (50000) 25000 (PROVISIONAL ADMISSION)
24194,NEFT BY 28/4/2025 9374 ACC (160000) 95000
24180,PH PAY QR CODE 5000 29/04/2025 AND 5000 CASH
24175,PH PAY QR CODE 30/04/2025
24198,PH PAY QR CODE 31/03/2025
24169,PH PAY QR CODE (5000) 29/04/2025 AND 5000 CASH
24177,PH PAY QR CODE 30/04/2025
24163,PH PAY QR CODE 28/04/2025
24199,PH PAY QR CODE 02/05/2025
24184,PH PAY QR CODE 30/04/2025
24165,PH PAY QR CODE 29/04/2025
24166,**
24170,PH PAY QR CODE (3000+2000) 29/04/2025 AND 3000 CASH
24240,ID 4243
24215,PH PAY QR CODE 03/05/2025
24217,PH PAY QR CODE 03/05/2025
24209,HDFC Q FIX 6831 24/04/2025
24234,ID 9022
24222,PH PAY QR CODE 03/05/2025
24211,**
24207,PH PAY QR CODE 21/04/2025
24220,HDFC Q FIX 6831 ACC 17/04/2025
24219,IMPS ON 03/05/2025 (10578) ACC PNB
24208,PH PAY QR CODE 22/04/2025
24204,NEFT BY 13/04/2025 9374 ACC
24227,ID 5475
20629,R# 9715
23974,PH PAY 29/1/25
24138,PH PAY QR CODE (13000+1000) 24/04/2025
20858,OLD SOFT SLIP CUT 10210 DT 26/04/2024
24210,PH PAY QR CODE 30/04/2025
24729,ID 4699
24233,ID 4131
24236,Ref- 21735
24238,ID 5969
24239,ID 6942
24237,ID 5180
24221,PH PAY QR CODE 03/05/2025
24214,PH PAY QR CODE 03/05/2025
24213,PH PAY QR CODE 03/05/2025
24218,PH PAY QR CODE 03/05/2025
24224,ID 1330
24228,ID 6444
24229,ID 6537
24230,ID 0160
24203,PH PAY QR CODE 02/05/2025
24242,ID 3724
23226,PH PAY QR CODE (1674) 13/12/2024
23224,PH PAY QR CODE 13/12/2024 (1331)
20044,"9192, 9245, 9250, 9617"
24274,ID 3141
24256,ID 1619 PROVISIONAL ADMISSION
24244,PH PAY QR CODE 05/05/2025
24248,ID 5547
24243,ID 4987 PROVISIONAL ADMISSION
21010,OLD R# 1881
21880,SWIPE 15000 ABD HDFC QR CODE (100000) 5000 31/07/2024
24263,(711371) CHQ OF RS (160000) 9374 ACC PNB (95000) 06/05/2025
24257,ID 7442 PROVISIONAL ADMISSION
24271,PH PAY 5/5/25
24247,ID 2469
