id,student_id,ref_group,slot_number,raw_value
e713da22-f1f4-5e41-ad63-2cfe4fb7ccea,ae726869-ace6-5964-a203-43ebf9860ce5,eno,2,1475
bcb53890-0c71-581a-b2fa-b12a330ab62b,f70b6dc7-f776-536b-8976-f93d3142e6ac,card,1,231
f3b97681-f623-568c-9075-0813190ffae9,f70b6dc7-f776-536b-8976-f93d3142e6ac,card,2,L-265
29c37219-8917-5fb6-89cc-717b74b800ba,1a39faf9-e4b6-596e-a8cc-2c5c35f021f1,card,1,924
07887022-4060-5966-8afc-e4a0034a0fe7,8529fb0d-5941-5889-94d2-7a3630da79bc,card,1,322
5809edea-365e-5c7c-9f7b-2ef2a0aee817,3ca03fde-96ec-5d99-a2c9-27e4235e3cab,card,1,000
889b63b0-a5ea-549e-beb4-4513b435b17e,3ca03fde-96ec-5d99-a2c9-27e4235e3cab,card,2,3075
9b3af90b-adb6-5b60-9c61-a88afa2c107f,3ca03fde-96ec-5d99-a2c9-27e4235e3cab,eno,1,120
61dccb76-239b-57f0-884d-3555f85a7ad2,3ca03fde-96ec-5d99-a2c9-27e4235e3cab,eno,2,748
8383df88-628e-5511-a80d-9628da9e5fc4,3ca03fde-96ec-5d99-a2c9-27e4235e3cab,eno,3,185
5481507c-09fd-5387-bef5-e86b5c065b87,3ca03fde-96ec-5d99-a2c9-27e4235e3cab,eno,4,1134
bf40f413-0fd0-5085-8b43-01611e5b3f52,5be9b825-e3c2-57a8-b429-f03564558806,card,1,350
96b128b0-df46-5d01-878e-658f4c95cbd5,5be9b825-e3c2-57a8-b429-f03564558806,eno,1,833
aeb78292-fc29-5d46-8587-9b858bd03829,5be9b825-e3c2-57a8-b429-f03564558806,eno,2,1630
856d1a43-9304-546e-a760-87179a10766b,78e28ccc-ba21-5a7f-b40d-171b921ad7a1,eno,1,894
65138f7a-0796-540a-8161-4750e6918a87,9ecb33bb-ea50-53b6-b27e-4a7d3604d70a,card,1,120
7933ebac-27b2-59d0-9c3a-2b8d40cc3f13,9ecb33bb-ea50-53b6-b27e-4a7d3604d70a,card,2,L-185
fb83bcff-0342-5402-826a-a945e9470947,9ecb33bb-ea50-53b6-b27e-4a7d3604d70a,eno,1,861
3c37ccd3-5fbf-5764-a172-3e51f8ad7779,9ecb33bb-ea50-53b6-b27e-4a7d3604d70a,eno,2,1639
16b821b7-f7e6-508a-908e-b2691cbb938d,e7124dd8-c206-5ac4-ac9e-15a0a0abcd88,card,1,002
5f52836f-7450-5d30-b504-5e3f58e63f77,e7124dd8-c206-5ac4-ac9e-15a0a0abcd88,card,2,16/8/25
06112445-ff9a-5863-a3e5-da58eb8f150f,2a011548-595b-5fcb-943e-1c5b569c3a70,card,1,947
d2e5e9f9-d7d4-5a4d-9d74-0e6c436649fa,2a011548-595b-5fcb-943e-1c5b569c3a70,card,2,L-447
4d947521-402d-58bf-8476-49d9b75264a8,7968c1da-8f81-5a1e-935a-d6de8ea292e6,card,1,149
6be29804-43f1-50ff-87e2-07c4583e1ea0,7968c1da-8f81-5a1e-935a-d6de8ea292e6,card,2,L-457
4d45b205-4bd8-5a4d-88b7-606dc489f131,5be6d0da-0d63-51f2-adfa-c97a39c6b3bc,eno,1,028
dbf83fb8-9096-5243-a563-248820451963,5be6d0da-0d63-51f2-adfa-c97a39c6b3bc,eno,2,1024
1bec159d-8839-5270-9f35-ecf17a309c92,c5a01ff6-d80e-56a7-ba7b-6b93c0aef4e7,eno,1,5875
3ffb601a-e0f1-56de-b5b5-4b767429f7e6,c5a01ff6-d80e-56a7-ba7b-6b93c0aef4e7,eno,2,821
83634a1a-f81a-5661-9667-b70b80e0e759,c5a01ff6-d80e-56a7-ba7b-6b93c0aef4e7,eno,3,201
d4f8aff5-9c3e-5e91-ae59-7a3cd5f1a412,c5a01ff6-d80e-56a7-ba7b-6b93c0aef4e7,eno,4,1223
c9428561-3b6a-5996-abce-fd7c7da4a226,8a643d02-6651-5432-9906-930aef1979ef,eno,1,297
35cff6df-8a9e-537c-bfb0-47f7294188f9,8a643d02-6651-5432-9906-930aef1979ef,eno,2,1083
f9868f34-1663-5c06-aeb6-27adac9e657e,c4ae74ce-b105-5de2-8f32-1504cb2c34e0,card,1,447
b541c2f4-2f84-5e99-b04e-c1cb0ae2ded5,c4ae74ce-b105-5de2-8f32-1504cb2c34e0,card,2,3052
d9f26296-5527-5c4d-8a08-c8a4dc6065d3,c4ae74ce-b105-5de2-8f32-1504cb2c34e0,eno,1,5859
704a323d-5aea-5692-9978-88e07319999c,c4ae74ce-b105-5de2-8f32-1504cb2c34e0,eno,2,714
1810f178-7925-577c-93a9-1a6d29a697b6,c4ae74ce-b105-5de2-8f32-1504cb2c34e0,eno,3,358
1f5c94a7-7bcd-5ca2-8a63-f62b60f090e4,c4ae74ce-b105-5de2-8f32-1504cb2c34e0,eno,4,1096
76df0729-9ae3-5dc5-ae36-f2ccf0f4f1ab,a371408a-0b02-55c9-bbcb-1b71ce375ddf,eno,1,032
5bc6ab22-f98a-5155-b6f9-f5e1dddc0061,a371408a-0b02-55c9-bbcb-1b71ce375ddf,eno,2,1125
7a95ae14-b8fb-5a67-8c1f-77a6464402ba,9da6fa7a-5af8-5716-9403-d5d55161bb39,eno,1,279
80a952d1-c77d-5e23-94d6-e8237993edbb,9da6fa7a-5af8-5716-9403-d5d55161bb39,eno,2,1304
87a3f4cd-7068-5f83-825b-3fe44a0ef7d1,db7b5c42-30bd-52d1-8b73-e6dd258ee803,card,1,062
5094bbce-11a2-5041-a103-67c836d598b3,4c0f4356-042a-505a-b558-3d44a1b87922,card,1,014
0eb554e7-955b-548e-b103-fc6f2169f323,4c0f4356-042a-505a-b558-3d44a1b87922,card,2,L-470
5f6ba213-deaa-5421-baf6-d297193736fb,7c5826df-f335-5490-b55e-d52667e19436,card,1,173
838af1c3-db34-575f-ab04-66d6907a3071,7c5826df-f335-5490-b55e-d52667e19436,card,2,L-160
f4d40b39-570a-5631-86b3-d2ed967bc59e,e03b02a5-ab2d-54f3-8beb-0b0d1a03122b,card,1,246
d87c5062-0c54-5b07-8e8e-d311c47c26a5,e03b02a5-ab2d-54f3-8beb-0b0d1a03122b,eno,1,443
3a705981-d559-5ed6-ac84-de0b9d1cae61,e03b02a5-ab2d-54f3-8beb-0b0d1a03122b,eno,2,1156
c7f00efb-8f33-59ff-a4e2-e0c86a6cb93f,5a7b5978-5ab0-5a1d-8d7a-748969cbd39e,card,2,L-507
570cf129-aaba-518c-9f1d-583ed44517e5,c1bce2af-010d-55c6-8a49-9e64fc1abbd2,card,1,229
5dd2ee3b-53fb-55be-abc5-2389b58a4d79,c1bce2af-010d-55c6-8a49-9e64fc1abbd2,eno,1,793
b5836cec-1650-508d-8d9a-31b4f8b8b9c9,c1bce2af-010d-55c6-8a49-9e64fc1abbd2,eno,2,1413
5688d659-7c44-566b-8c9f-ebc38385973a,be3ff307-a27c-5bea-a16e-5d67eaa2a21f,card,1,152
aae1e405-ee4e-5c11-8038-e42f616cb2dd,be3ff307-a27c-5bea-a16e-5d67eaa2a21f,card,2,L-269
f2b9da62-6390-592d-a649-5ba9cf16ed33,be3ff307-a27c-5bea-a16e-5d67eaa2a21f,eno,1,779
08faca91-12e2-50d1-a492-a55175b2b42f,be3ff307-a27c-5bea-a16e-5d67eaa2a21f,eno,2,1300
d6dfcfe4-23c5-5d70-a9e9-d7ee61532a59,c218e022-17aa-5f94-b514-9bd16c6dc05b,card,1,123
dc0a0aaf-30a3-5e7e-8121-40b9c9f92da8,c218e022-17aa-5f94-b514-9bd16c6dc05b,card,2,L-172
8a2c079a-4752-5e45-935d-814fe5cc8a58,c218e022-17aa-5f94-b514-9bd16c6dc05b,eno,1,813
7641b63b-07e8-56ca-82ab-145940a3741c,d0f836c9-a49c-5ea8-afae-fcfedd5e1747,card,1,250
e0c97c0c-8936-5121-bcd8-5628e0248942,cbb52cdc-c62d-5b96-af5b-6a56cf92c486,eno,1,461
1027c0d2-94ae-5ad3-956c-9abdafa24d76,cbb52cdc-c62d-5b96-af5b-6a56cf92c486,eno,2,1525
c7787fac-4b84-5738-bd36-0bde29695ace,25b39d73-0e68-55bd-b544-27896e468cbe,eno,1,217
f48292c4-21ef-57e2-92bf-e48770e63af0,8c1bc4ee-7dd1-5b77-b2eb-99675d7f1c52,card,1,988
455898d2-b00d-53f4-8f9b-eac3c7e4533d,8c1bc4ee-7dd1-5b77-b2eb-99675d7f1c52,card,2,L-076
31b1244e-106c-5d97-8ef8-364dd7713c4e,8c1bc4ee-7dd1-5b77-b2eb-99675d7f1c52,eno,1,850
2f319ca0-9b4d-5315-b876-e2b50a49ddd4,8c1bc4ee-7dd1-5b77-b2eb-99675d7f1c52,eno,2,1275
82ff8328-2d73-5d30-bcd7-317303333ec0,1e0fb18f-3dc9-5750-8797-e58ca79aa6cc,card,1,646
3ba61e47-14ed-5bb5-b534-6e8bb8a82506,1e0fb18f-3dc9-5750-8797-e58ca79aa6cc,card,2,L-018/l-105
fccaa0ca-b2c7-5ee4-bacc-ece5c66d9db7,1e0fb18f-3dc9-5750-8797-e58ca79aa6cc,card,3,T 438 30 CLEAR IS 17/5/25
f5452615-cac8-5e76-856e-1b0398a603a5,8e791de7-668a-525f-8969-9ace05cfb4e0,card,1,347
89e3fc84-0548-57cc-93c1-59c1ec7d59d5,8e791de7-668a-525f-8969-9ace05cfb4e0,eno,1,1.5
7d559d7e-a405-5bc0-8aaf-cf1365843502,16642927-fe86-5bc0-8f4a-901af0b95010,card,1,264
23b56e49-589d-5cde-afd8-f44866346d05,16642927-fe86-5bc0-8f4a-901af0b95010,eno,1,10 K PAID ON 21/09/2024
d5850bbc-eea3-5ff8-a07a-88facd8edbca,d94af4fa-cd47-56fb-8c46-e427fc8837d8,card,1,OLD STU
15f66cb2-3b8e-5034-864f-2922939fd2a3,d94af4fa-cd47-56fb-8c46-e427fc8837d8,card,2,3269
fba922ab-be7e-5f4c-9256-14e16d3ad14f,d94af4fa-cd47-56fb-8c46-e427fc8837d8,eno,1,5816
4f498425-9e1e-51f0-87a4-69ca0fe4fb14,d94af4fa-cd47-56fb-8c46-e427fc8837d8,eno,2,595
e730120e-1610-5969-aec9-13b13f9b27e3,d94af4fa-cd47-56fb-8c46-e427fc8837d8,eno,3,038
4ba32f95-6b49-5a1f-bdc4-8673a5f55202,d94af4fa-cd47-56fb-8c46-e427fc8837d8,eno,4,1040
6aac313e-6b5b-591e-b937-b82c1ee7ff8a,098a1c5c-d475-522e-ba22-17498ff6e479,eno,1,282
3f0af7fa-07e4-5e70-aeee-0bb2484be3b9,098a1c5c-d475-522e-ba22-17498ff6e479,eno,2,1070
e6820435-99cc-5cc9-bb0a-5d922dcfe5b1,7d4d55f9-8b58-5f2f-9277-f3be53f0b60f,card,1,953
fc9b7523-dc7a-5398-a799-820d4df7ea42,7d4d55f9-8b58-5f2f-9277-f3be53f0b60f,eno,1,232
b627ee2c-d45e-514a-a01e-ee0d082b7361,7d4d55f9-8b58-5f2f-9277-f3be53f0b60f,eno,2,1072
1e486e5c-4301-5831-80ee-d4026b1f6917,5b25b36c-008f-57f4-8942-2932fc4e5ec6,eno,1,5510
4cd6ce39-1b96-5b96-b5c9-2663a4fbbb9b,5b25b36c-008f-57f4-8942-2932fc4e5ec6,eno,2,832
5fc4dd82-760e-50a0-a725-6bc2a6b92f07,5b25b36c-008f-57f4-8942-2932fc4e5ec6,eno,3,054
7be7e4da-21b3-56e1-9af1-1c1da1dc8733,5b25b36c-008f-57f4-8942-2932fc4e5ec6,eno,4,1222
e53508cb-ca46-55d8-a162-68e57f243c73,6b6417e2-f3c3-5007-a0e9-a494a2232c2f,card,1,950
e7778af6-65eb-5ac9-b5fb-4790d5d7822a,cf09b4fc-9d8f-5003-a1f6-29d2931184fc,eno,1,219
85170fea-08d2-5032-a651-c901ca7c3160,cf09b4fc-9d8f-5003-a1f6-29d2931184fc,eno,2,1409
9a7e6435-44b7-5043-b29b-f18ad0066364,039457aa-9825-5190-8fd2-056a397f64fa,eno,1,869
c3679b4b-3f8f-56fc-ae48-c0ab4c66ea28,039457aa-9825-5190-8fd2-056a397f64fa,eno,2,1358
1723ad4b-39f1-5299-bf1f-6787af06bc69,1cd3d99f-faf1-58ff-bc28-fb3269d697c1,eno,1,290
73ad8d23-1c04-5ea8-b409-aeefc0c1d886,1cd3d99f-faf1-58ff-bc28-fb3269d697c1,eno,2,1133
e6782a6c-d67f-5920-80e7-20f715e54823,edccfed2-0ee8-5f0f-b02a-cdc543fa93a3,eno,1,280
ca9dc750-c08f-5a4a-9c8d-69ed74232ed5,edccfed2-0ee8-5f0f-b02a-cdc543fa93a3,eno,2,1239
edcf47bd-371d-5723-bfb9-b2fd7b1b2777,9b43ed68-db30-5f0c-b20f-d9c2c4622795,eno,1,245
7b2a1bc5-8f82-54b8-b5c5-3bc0fc539caa,9b43ed68-db30-5f0c-b20f-d9c2c4622795,eno,2,1245
2208d9d4-d84e-5493-abe4-b26e0e3e05c3,b862880f-653f-5829-bd20-609b37cef99c,eno,1,228
10032139-7036-50fe-8a07-6a9b58e15b83,b862880f-653f-5829-bd20-609b37cef99c,eno,2,1436
8212f674-853b-54e2-b0d4-d52b2b6c81f6,0fb78a40-cbc6-55ff-9f03-deffec23778e,card,1,637
17963e33-c11e-5ad9-aeee-133852e565d7,0fb78a40-cbc6-55ff-9f03-deffec23778e,card,2,L-003
73dac617-d22b-57d4-9716-f85387cb5f30,0fb78a40-cbc6-55ff-9f03-deffec23778e,eno,1,5986
c7df4e8f-cc6c-5770-94ec-e94dc141bec7,0fb78a40-cbc6-55ff-9f03-deffec23778e,eno,2,535
0ac2f1ef-4152-5ee8-8501-362d1685c4f2,0fb78a40-cbc6-55ff-9f03-deffec23778e,eno,3,707
50b9c03b-5009-5358-a4a7-ba16526d058e,0fb78a40-cbc6-55ff-9f03-deffec23778e,eno,4,UT
6092eeff-22ed-582a-9e87-8a61ccbf437c,cbc12b80-1d2e-5180-8fdd-35dbbc2ad96c,card,1,201
4290c987-7879-536f-936d-91c45eb193f3,cbc12b80-1d2e-5180-8fdd-35dbbc2ad96c,eno,1,872
95b157ec-15de-5374-9f29-30efed1782c6,cbc12b80-1d2e-5180-8fdd-35dbbc2ad96c,eno,2,1617
58e39297-eaed-5d15-b31a-20b9588ede53,47aead7f-7210-5476-a682-49481acfa399,card,1,285
f253b482-0d86-5e74-938a-8319336af813,47aead7f-7210-5476-a682-49481acfa399,eno,1,1.5
081fcf15-6d09-57b8-ada1-252de7ab18c3,47aead7f-7210-5476-a682-49481acfa399,eno,2,23/4/25
46dcc07a-7d9b-5a73-8c2b-e4c47870e8f1,9f068d3f-e7e6-51ad-861f-b81dca483902,card,1,070
1755fe9b-1728-5955-9658-5a00e08365ab,9f068d3f-e7e6-51ad-861f-b81dca483902,card,2,L-290
7ddee6fb-f415-5b17-8dbe-67fbdce32d97,b0a04af5-01e5-57e4-a528-eda7dcf32b56,card,1,057
62a430d4-b75f-5d18-91cc-df3c071a85e9,b0a04af5-01e5-57e4-a528-eda7dcf32b56,card,2,L-364
1464650a-6928-5cc7-a0e5-52c85caee57f,f44246a5-03a4-5a6c-9d96-efded9c930aa,card,1,990
d8a9beba-15f8-5434-9830-7c95b0b2223d,f44246a5-03a4-5a6c-9d96-efded9c930aa,card,2,L-437
46981129-c6d8-523c-9a71-1e7b2698d9f4,bf02467a-360c-5c7e-97a0-cb514a605162,card,1,005
a81892f6-b1c7-582f-918c-51d18a3a0553,bf02467a-360c-5c7e-97a0-cb514a605162,card,2,L-381
93a2bb17-9d90-59fd-941b-fd44d3a53626,24b0ea9d-a77d-5f8a-a4f7-89518841e3a8,card,1,032
9409e489-68e1-509b-bd88-dc20ef39dcca,24b0ea9d-a77d-5f8a-a4f7-89518841e3a8,card,2,L-438
4a73afb9-f9b2-5993-ac3e-3535b10555b7,29a6457d-def0-5da1-b623-494685520553,card,1,007
be7c2794-e4aa-5550-9f57-4df65570de46,29a6457d-def0-5da1-b623-494685520553,eno,1,364
c57a199e-a3fe-5c33-833a-8cd13f9e0ab5,e8e5a2ce-8f03-5a6e-a04b-803da4ec3d01,card,1,024
e323e8a2-10f3-5f18-8807-0a94fbb6e25d,e8e5a2ce-8f03-5a6e-a04b-803da4ec3d01,eno,1,329
86aed010-1130-52cc-a8ef-1c06b7e1d922,e8e5a2ce-8f03-5a6e-a04b-803da4ec3d01,eno,2,1111
642ff5f5-5dee-562c-a3bb-f6736540482e,3888b587-1019-5ff4-88cd-da6e9c00e8f4,card,2,3264
4890fc9a-ec72-527e-a97a-899f8fb8e48d,3888b587-1019-5ff4-88cd-da6e9c00e8f4,eno,1,193
d74e988e-775c-5c6e-8120-e7b9da464f53,3888b587-1019-5ff4-88cd-da6e9c00e8f4,eno,2,977
b063b714-4157-519c-8463-099e9975f237,3888b587-1019-5ff4-88cd-da6e9c00e8f4,eno,3,239
27f74dae-a52f-54e1-862d-0cd7f3dc0895,3888b587-1019-5ff4-88cd-da6e9c00e8f4,eno,4,1572
7372b79c-0354-56ec-aa53-c1ceb6bffa7d,bd86f8aa-0828-5984-80b2-b50c61e00b4e,card,1,997
4b8543f2-ee4b-5b23-846f-a0efb53233d6,7327e5da-d451-5c1a-b8e0-41eb042d32b3,card,1,051
73067a47-691a-578a-a760-03f52e5005bd,7327e5da-d451-5c1a-b8e0-41eb042d32b3,card,2,L-348
6c56b007-47d8-51ee-bb5c-50e53a093ed6,7327e5da-d451-5c1a-b8e0-41eb042d32b3,eno,1,806
41b5cb50-685d-5127-8dc1-be529dd3d135,7327e5da-d451-5c1a-b8e0-41eb042d32b3,eno,2,1282
8b557516-62e4-5f27-9606-f31be5b8ca9e,27de5551-75ad-5edf-86ba-a6f00c7e61c3,card,1,956
86648a0c-503b-5e8b-a506-ac33fc329e36,b360b794-a5d8-539a-b532-56e2e1b096c4,card,1,085
e593c58f-ffd8-5766-8163-438c2a1c5fe3,b360b794-a5d8-539a-b532-56e2e1b096c4,card,2,L-495
9fd58ebb-7895-53fa-a69b-f3bc3886e372,19cac267-d031-5458-8d74-5ad6c3c0ffcb,card,1,306
16558ade-1bbb-5a25-860f-50dc22a56d4f,19cac267-d031-5458-8d74-5ad6c3c0ffcb,eno,1,1.5
f527dc7f-1146-54c0-a644-6a3618575056,19cac267-d031-5458-8d74-5ad6c3c0ffcb,eno,2,01/10/24 20
08f7154e-640b-5007-a406-6d39035631a9,19cac267-d031-5458-8d74-5ad6c3c0ffcb,eno,3,15 DONE 4/12/24
a3149d96-94d5-5186-b100-d29acc5dc4a5,0a90d14e-329e-55f4-95fb-3d4622d7043b,card,1,019
13f75480-7d69-5686-b73a-3ba47a920a0b,0be2c3d3-92e0-5829-be36-288753633f3b,card,1,048
184068fc-ecd0-5411-ac0f-7fadbe22dc9b,0be2c3d3-92e0-5829-be36-288753633f3b,card,2,L-179
ecf53b9f-9483-51c3-b97f-ced7668ffc63,0be2c3d3-92e0-5829-be36-288753633f3b,eno,1,828
83ad387c-3cef-5b2a-b274-7ab431a2e89c,0be2c3d3-92e0-5829-be36-288753633f3b,eno,2,1355
61cbea00-b5c9-5d72-a235-e9cd5efb1c5c,8c5a511b-1348-59ee-8312-d6232807b6a1,card,1,263
7311afcf-205a-54d5-b0d8-c8a4c35ec67e,33b673a9-36bc-5a64-bd27-f93a13879123,card,1,158
bb596948-ff9d-5202-81bc-73c225bf922a,33b673a9-36bc-5a64-bd27-f93a13879123,card,2,L-343
158494ca-ca94-51a8-8b8e-63c766a09589,b4d6ac2f-3c0a-5d88-9de4-ac4a7ec4f834,eno,1,463
35da2542-534b-5152-ba69-c1d533eef416,b4d6ac2f-3c0a-5d88-9de4-ac4a7ec4f834,eno,2,1434
4cbdaad8-3b36-5c04-9115-172dc49a998f,5a9459a4-db34-588e-aed2-16505df8e8f9,card,1,197
fa92e36e-ddc0-5863-b163-4b6e2bb00ccc,5a9459a4-db34-588e-aed2-16505df8e8f9,eno,1,749
195315e1-9067-5492-bc0f-dd0e71fb075a,5a9459a4-db34-588e-aed2-16505df8e8f9,eno,2,1312
2bb33ee2-ca6a-5a5a-b1ed-c5f7252ea678,85f16a5e-f8ca-5405-8860-5ef65d296e5d,card,1,180
90b0cdc3-1e76-552e-9602-e6f6fa59e397,85f16a5e-f8ca-5405-8860-5ef65d296e5d,eno,1,766
2e1fd8ae-07a6-57bc-907a-dae0e8b15f9c,e179f04d-99d1-5236-a74c-1fb89cea869e,card,1,106
0473b373-b520-5194-bdfd-351d506bdc3f,797580ff-f46f-5f12-a8b5-974a861df876,card,1,244
035b1b2a-61a5-50e2-91f4-5a0276dd9f1c,45354ca6-90b8-50f6-b550-51f2998d1829,card,1,67
3f51bfe7-5cdb-5c30-9f57-390e2df8c642,45354ca6-90b8-50f6-b550-51f2998d1829,card,2,L-473
ba98db51-a60f-51d1-a2dd-09e02df77deb,998920af-829a-5e2b-94c1-4d781c73c1b7,card,1,316
7e88ccbd-a37b-56ac-b655-0bf3ef481634,26627fdc-9f27-51ed-a030-08e07635b72c,card,1,006
4a6ab13d-8f76-5584-b13f-e79eef60a430,26627fdc-9f27-51ed-a030-08e07635b72c,card,2,L-341
d23dfdb2-9232-5e8c-b487-177ab4b28d08,c0f859a6-e668-50ad-a5d9-9069fe2b3ab3,card,1,041
9ee03c00-560d-5913-b42b-076f026ff45a,c0f859a6-e668-50ad-a5d9-9069fe2b3ab3,card,2,L-416
2ebb8592-616e-5b74-b6ca-9a2f1c0ea846,c83f3420-2246-55fd-886a-e0491511564b,card,1,068
fb3fba84-073f-5a81-a546-13669525cb0a,c83f3420-2246-55fd-886a-e0491511564b,card,2,L-292
94976a7f-80fb-5136-ae83-30a91b3d3d0a,1b682a8a-34aa-50d2-a37b-17e30e060964,card,1,559
aef06348-9916-5179-b8f5-35b49e3b7a58,0711410c-0e13-5673-8f0e-5beca593861a,card,1,408
437350ac-5625-5e56-b344-a3a3a3b0c6b9,0711410c-0e13-5673-8f0e-5beca593861a,eno,1,1.5
62a5bc4d-935b-525f-829c-6dc91651b7be,0711410c-0e13-5673-8f0e-5beca593861a,eno,2,23/9/24 20
a39fc1a3-9700-5206-985c-42be78beac4f,bfddc25d-e9c9-5efd-b819-ab98a5a63fe3,eno,1,045
c4e7626d-57ac-5cfa-8a1a-a914794244e5,bfddc25d-e9c9-5efd-b819-ab98a5a63fe3,eno,2,1224
35022274-3da3-5988-8fb5-52393fd7a5b6,316689c0-cec3-5794-a3a6-8d022979c982,eno,1,307
19a7da68-6725-5ecc-b1f4-61398c8a3d10,316689c0-cec3-5794-a3a6-8d022979c982,eno,2,1204
95a58133-4de2-5f28-925b-37f6b0564a3a,22954c24-5e1e-5658-a8fd-3c7fefac5fc8,eno,1,518
0a77aac3-36cb-5211-b931-29e51bc05e96,22954c24-5e1e-5658-a8fd-3c7fefac5fc8,eno,2,1100
6b282790-3708-50ba-bc59-69fa3f18b1a0,766fd2dd-6183-5e5d-a53e-536ace8ca3dd,eno,1,202
37b28a5c-feda-5739-99de-957b6265cc12,766fd2dd-6183-5e5d-a53e-536ace8ca3dd,eno,2,1246
c6acf09b-9457-5562-be73-b33cc3efee49,7e7d1c40-fdf9-58c5-9e73-cb9ca309c127,card,1,029
25f4e7e3-7f2b-5bed-a84e-2559659f9170,7e7d1c40-fdf9-58c5-9e73-cb9ca309c127,card,2,L- 450
7cf39c79-6b09-57a3-b6a1-f78916dcb0b2,0a8ac49b-cb9e-50dd-8754-18be4dae1ff6,card,1,035
aa48b961-a589-5dbd-988b-f26ad48463ed,0a8ac49b-cb9e-50dd-8754-18be4dae1ff6,card,2,L-482
392cf444-1ebb-5e89-9126-0520f17bd6df,a25bd9e8-3e7d-5804-8ba7-50816df5dcc2,card,1,034
b5f7f9fb-3998-56fd-b140-5ac05d6451fc,a25bd9e8-3e7d-5804-8ba7-50816df5dcc2,card,2,L-489
aac10a64-dd13-50a4-ad36-85219c1eddf7,186cc478-f27e-5245-bcaa-edfd86821dd1,card,1,022
a8dda205-d4a4-5d5d-9cdb-072d58edcafd,2a78c96c-3235-546d-8438-9c21cec2cbd1,card,1,341
8fde3ac9-bd4a-5754-8b34-ebf2818005eb,54837489-f9e6-5120-bd72-1c52442a55e3,card,1,682
a0647ca1-b30c-5592-bd4f-b7a49c4b9b44,54837489-f9e6-5120-bd72-1c52442a55e3,card,2,12/8/24
a120d4bf-6a38-5db3-bef9-6a052fbc3544,54837489-f9e6-5120-bd72-1c52442a55e3,card,3,L-504
beedb1c2-29d8-577b-81b8-976772e4389e,485b63c4-ddd2-5124-b933-e416778ba089,card,1,060
602cd24c-d2d9-5ef4-9dcb-1d2f809c8533,485b63c4-ddd2-5124-b933-e416778ba089,eno,1,759
80b916b4-fd51-5ba0-b822-af3715a57f71,485b63c4-ddd2-5124-b933-e416778ba089,eno,2,1388
8562a0ad-f370-5b59-91e0-03f97d56d14b,497e27e6-53e1-53ee-a307-efd2f0e98b3e,card,1,082
5d30934d-3fa2-51e6-9537-828b642978dc,497e27e6-53e1-53ee-a307-efd2f0e98b3e,card,2,L-390
ee3b14a6-a214-5a5e-80a0-a694224f6c6a,497e27e6-53e1-53ee-a307-efd2f0e98b3e,eno,1,855
36dfbeeb-f558-5498-bb88-339d9576279c,497e27e6-53e1-53ee-a307-efd2f0e98b3e,eno,2,1542
42307803-55e4-5d84-81b0-f2dbd1c7eaff,c2f44e83-a20e-5004-809d-5ca3b8ca4b56,card,1,701
588869bd-78b3-57b1-a040-482bd9d36426,c2f44e83-a20e-5004-809d-5ca3b8ca4b56,eno,1,101
b843f450-ef8d-5ca2-b866-3020a1da67e6,c2f44e83-a20e-5004-809d-5ca3b8ca4b56,eno,3,713
3deeb437-684b-510d-9290-d1b826274e9f,625a7cf4-d01c-547f-b91b-aba376bc48e1,card,1,OLD STU
43fb25ca-9a8d-5208-8561-735cd1326cea,625a7cf4-d01c-547f-b91b-aba376bc48e1,eno,1,811
11583728-36f9-5a59-af50-2bfeb1d416f7,625a7cf4-d01c-547f-b91b-aba376bc48e1,eno,2,1560
3e0c4921-d685-5ff6-aa77-c46ff2091ffa,acfaa5cd-4222-5bae-928e-89bf1f1f2bab,card,1,174
abdf9f8e-8c5f-508b-968f-25f08a6b5aaf,b0847b97-43dd-51b2-bec2-fd2238dc0121,card,1,224
e0881c4a-24a5-58b2-a611-6775123c42d4,df8f0c83-a587-528a-8fba-fae38aef1928,card,1,079
219cb009-8eee-5ff3-bb77-6fc0a16e8552,df8f0c83-a587-528a-8fba-fae38aef1928,eno,1,350
93a2580e-64f7-5b31-b430-20e9a6340bd3,b1049135-e38f-5079-990c-7c6e92740de1,card,1,213
92b3dc5d-7376-591f-946c-3c80ff383bf4,b1049135-e38f-5079-990c-7c6e92740de1,eno,2,1468
8f8a7020-59f3-55b7-8ef0-40488813247f,e547b90f-5481-5e71-bb41-bd510ae91ba6,card,1,608
1a694111-2a3e-54bf-b9bf-dba8e35c59f3,e547b90f-5481-5e71-bb41-bd510ae91ba6,card,2,2966
8e5a647b-afe2-5eb5-86eb-49fb95f714c9,e547b90f-5481-5e71-bb41-bd510ae91ba6,card,3,L-082
bf7789f6-6f74-5733-8f78-f72012a8ddf8,e547b90f-5481-5e71-bb41-bd510ae91ba6,eno,1,5669
127e78c0-f588-5934-abf4-42fb23f5542d,e547b90f-5481-5e71-bb41-bd510ae91ba6,eno,2,342
39756752-de49-5703-872d-148a04732c9d,e547b90f-5481-5e71-bb41-bd510ae91ba6,eno,3,180
337ad5e8-7d72-5472-9104-d6e6bcbe19af,e547b90f-5481-5e71-bb41-bd510ae91ba6,eno,4,952
cff581d7-0e52-5807-b953-84ea4532e4f5,d3adb532-ad3c-50ae-8a4f-284b6eb66fac,card,1,178
